No,Provinsi,Kabupaten/Kota,Kecamatan,Desa / Kelurahan
888,Jawa Timur,Bangkalan,Sukun,Kelurahan Indah
889,Jawa Timur,Sampang,Lowokwaru,Desa Asri
890,Jawa Timur,Pamekasan,Klojen,Kelurahan Permai
891,Jawa Timur,Sumenep,Blimbing,Desa Subur
892,Jawa Timur,Pacitan,Kedungkandang,Kelurahan Tenteram
893,Jawa Timur,Bondowoso,Kenjeran,Desa Damai
894,Jawa Timur,Situbondo,Gubeng,Kelurahan Raya
895,Jawa Timur,Lumajang,Rungkut,Desa Agung
896,Jawa Timur,Jombang,Sukolilo,Kelurahan Bersih
897,Jawa Timur,Nganjuk,Mulyorejo,Desa Harmoni
898,Jawa Timur,Batu,Sawahan,Kelurahan Mawar
899,Jawa Timur,Surabaya,Genteng,Desa Melati
900,Jawa Timur,Malang,Tegalsari,Kelurahan Maju
901,Jawa Timur,Banyuwangi,Bubutan,Desa Makmur
902,Jawa Timur,Jember,Simokerto,Kelurahan Sejahtera
903,Jawa Timur,Sidoarjo,Pabean Cantian,Desa Sentosa
904,Jawa Timur,Gresik,Semampir,Kelurahan Bahagia
905,Jawa Timur,Mojokerto,Krembangan,Desa Jaya
906,Jawa Timur,Pasuruan,Bulak,Kelurahan Sari
907,Jawa Timur,Probolinggo,Asemrowo,Desa Mulya
908,Jawa Timur,Kediri,Benowo,Kelurahan Indah
909,Jawa Timur,Blitar,Lakarsantri,Desa Asri
910,Jawa Timur,Tulungagung,Sambikerep,Kelurahan Permai
911,Jawa Timur,Trenggalek,Tandes,Desa Subur
912,Jawa Timur,Ponorogo,Pakal,Kelurahan Tenteram
913,Jawa Timur,Madiun,Dukuh Pakis,Desa Damai
914,Jawa Timur,Magetan,Gayungan,Kelurahan Raya
915,Jawa Timur,Ngawi,Wonocolo,Desa Agung
916,Jawa Timur,Bojonegoro,Wonokromo,Kelurahan Bersih
917,Jawa Timur,Tuban,Karangpilang,Desa Harmoni
918,Jawa Timur,Lamongan,Jambangan,Kelurahan Mawar
919,Jawa Timur,Bangkalan,Wiyung,Desa Melati
920,Jawa Timur,Sampang,Kota,Kelurahan Maju
921,Jawa Timur,Pamekasan,Utara,Desa Makmur
922,Jawa Timur,Sumenep,Selatan,Kelurahan Sejahtera
923,Jawa Timur,Pacitan,Timur,Desa Sentosa
924,Jawa Timur,Bondowoso,Barat,Kelurahan Bahagia
925,Jawa Timur,Situbondo,Tengah,Desa Jaya
926,Jawa Timur,Lumajang,Pusat,Kelurahan Sari
927,Jawa Timur,Jombang,Kraton,Desa Mulya
928,Jawa Timur,Nganjuk,Sukun,Kelurahan Indah
929,Jawa Timur,Batu,Lowokwaru,Desa Asri
930,Jawa Timur,Surabaya,Klojen,Kelurahan Permai
931,Jawa Timur,Malang,Blimbing,Desa Subur
932,Jawa Timur,Banyuwangi,Kedungkandang,Kelurahan Tenteram
933,Jawa Timur,Jember,Kenjeran,Desa Damai
934,Jawa Timur,Sidoarjo,Gubeng,Kelurahan Raya
935,Jawa Timur,Gresik,Rungkut,Desa Agung
936,Jawa Timur,Mojokerto,Sukolilo,Kelurahan Bersih
937,Jawa Timur,Pasuruan,Mulyorejo,Desa Harmoni
938,Jawa Timur,Probolinggo,Sawahan,Kelurahan Mawar
939,Jawa Timur,Kediri,Genteng,Desa Melati
940,Jawa Timur,Blitar,Tegalsari,Kelurahan Maju
941,Jawa Timur,Tulungagung,Bubutan,Desa Makmur
942,Jawa Timur,Trenggalek,Simokerto,Kelurahan Sejahtera
943,Jawa Timur,Ponorogo,Pabean Cantian,Desa Sentosa
944,Jawa Timur,Madiun,Semampir,Kelurahan Bahagia
945,Jawa Timur,Magetan,Krembangan,Desa Jaya
946,Jawa Timur,Ngawi,Bulak,Kelurahan Sari
947,Jawa Timur,Bojonegoro,Asemrowo,Desa Mulya
948,Jawa Timur,Tuban,Benowo,Kelurahan Indah
949,Jawa Timur,Lamongan,Lakarsantri,Desa Asri
950,Jawa Timur,Bangkalan,Sambikerep,Kelurahan Permai
951,Jawa Timur,Sampang,Tandes,Desa Subur
952,Jawa Timur,Pamekasan,Pakal,Kelurahan Tenteram
953,Jawa Timur,Sumenep,Dukuh Pakis,Desa Damai
954,Jawa Timur,Pacitan,Gayungan,Kelurahan Raya
955,Jawa Timur,Bondowoso,Wonocolo,Desa Agung
956,Jawa Timur,Situbondo,Wonokromo,Kelurahan Bersih
957,Jawa Timur,Lumajang,Karangpilang,Desa Harmoni
958,Jawa Timur,Jombang,Jambangan,Kelurahan Mawar
959,Jawa Timur,Nganjuk,Wiyung,Desa Melati
960,Jawa Timur,Batu,Kota,Kelurahan Maju
961,Jawa Timur,Surabaya,Utara,Desa Makmur
962,Jawa Timur,Malang,Selatan,Kelurahan Sejahtera
963,Jawa Timur,Banyuwangi,Timur,Desa Sentosa
964,Jawa Timur,Jember,Barat,Kelurahan Bahagia
965,Jawa Timur,Sidoarjo,Tengah,Desa Jaya
966,Jawa Timur,Gresik,Pusat,Kelurahan Sari
967,Jawa Timur,Mojokerto,Kraton,Desa Mulya
968,Jawa Timur,Pasuruan,Sukun,Kelurahan Indah
969,Jawa Timur,Probolinggo,Lowokwaru,Desa Asri
970,Jawa Timur,Kediri,Klojen,Kelurahan Permai
971,Jawa Timur,Blitar,Blimbing,Desa Subur
972,Jawa Timur,Tulungagung,Kedungkandang,Kelurahan Tenteram
973,Jawa Timur,Trenggalek,Kenjeran,Desa Damai
974,Jawa Timur,Ponorogo,Gubeng,Kelurahan Raya
975,Jawa Timur,Madiun,Rungkut,Desa Agung
976,Jawa Timur,Magetan,Sukolilo,Kelurahan Bersih
977,Jawa Timur,Ngawi,Mulyorejo,Desa Harmoni
978,Jawa Timur,Bojonegoro,Sawahan,Kelurahan Mawar
979,Jawa Timur,Tuban,Genteng,Desa Melati
980,Jawa Timur,Lamongan,Tegalsari,Kelurahan Maju
981,Jawa Timur,Bangkalan,Bubutan,Desa Makmur
982,Jawa Timur,Sampang,Simokerto,Kelurahan Sejahtera
983,Jawa Timur,Pamekasan,Pabean Cantian,Desa Sentosa
984,Jawa Timur,Sumenep,Semampir,Kelurahan Bahagia
985,Jawa Timur,Pacitan,Krembangan,Desa Jaya
986,Jawa Timur,Bondowoso,Bulak,Kelurahan Sari
987,Jawa Timur,Situbondo,Asemrowo,Desa Mulya
988,Jawa Timur,Lumajang,Benowo,Kelurahan Indah
989,Jawa Timur,Jombang,Lakarsantri,Desa Asri
990,Jawa Timur,Nganjuk,Sambikerep,Kelurahan Permai
991,Jawa Timur,Batu,Tandes,Desa Subur
992,Jawa Timur,Surabaya,Pakal,Kelurahan Tenteram
993,Jawa Timur,Malang,Dukuh Pakis,Desa Damai
994,Jawa Timur,Banyuwangi,Gayungan,Kelurahan Raya
995,Jawa Timur,Jember,Wonocolo,Desa Agung
996,Jawa Timur,Sidoarjo,Wonokromo,Kelurahan Bersih
997,Jawa Timur,Gresik,Karangpilang,Desa Harmoni
998,Jawa Timur,Mojokerto,Jambangan,Kelurahan Mawar
999,Jawa Timur,Pasuruan,Wiyung,Desa Melati
1000,Jawa Timur,Probolinggo,Kota,Kelurahan Maju
1001,Jawa Timur,Kediri,Utara,Desa Makmur
1002,Jawa Timur,Blitar,Selatan,Kelurahan Sejahtera
1003,Jawa Timur,Tulungagung,Timur,Desa Sentosa
1004,Jawa Timur,Trenggalek,Barat,Kelurahan Bahagia
1005,Jawa Timur,Ponorogo,Tengah,Desa Jaya
1006,Jawa Timur,Madiun,Pusat,Kelurahan Sari
1007,Jawa Timur,Magetan,Kraton,Desa Mulya
1008,Jawa Timur,Ngawi,Sukun,Kelurahan Indah
1009,Jawa Timur,Bojonegoro,Lowokwaru,Desa Asri
1010,Jawa Timur,Tuban,Klojen,Kelurahan Permai
1011,Jawa Timur,Lamongan,Blimbing,Desa Subur
1012,Jawa Timur,Bangkalan,Kedungkandang,Kelurahan Tenteram
1013,Jawa Timur,Sampang,Kenjeran,Desa Damai
1014,Jawa Timur,Pamekasan,Gubeng,Kelurahan Raya
1015,Jawa Timur,Sumenep,Rungkut,Desa Agung
1016,Jawa Timur,Pacitan,Sukolilo,Kelurahan Bersih
1017,Jawa Timur,Bondowoso,Mulyorejo,Desa Harmoni
1018,Jawa Timur,Situbondo,Sawahan,Kelurahan Mawar
1019,Jawa Timur,Lumajang,Genteng,Desa Melati
1020,Jawa Timur,Jombang,Tegalsari,Kelurahan Maju
1021,Jawa Timur,Nganjuk,Bubutan,Desa Makmur
1022,Jawa Timur,Batu,Simokerto,Kelurahan Sejahtera
1023,Jawa Timur,Surabaya,Pabean Cantian,Desa Sentosa
1024,Jawa Timur,Malang,Semampir,Kelurahan Bahagia
1025,Jawa Timur,Banyuwangi,Krembangan,Desa Jaya
1026,Jawa Timur,Jember,Bulak,Kelurahan Sari
1027,Jawa Timur,Sidoarjo,Asemrowo,Desa Mulya
1028,Jawa Timur,Gresik,Benowo,Kelurahan Indah
1029,Jawa Timur,Mojokerto,Lakarsantri,Desa Asri
1030,Jawa Timur,Pasuruan,Sambikerep,Kelurahan Permai
1031,Jawa Timur,Probolinggo,Tandes,Desa Subur
1032,Jawa Timur,Kediri,Pakal,Kelurahan Tenteram
1033,Jawa Timur,Blitar,Dukuh Pakis,Desa Damai
1034,Jawa Timur,Tulungagung,Gayungan,Kelurahan Raya
1035,Jawa Timur,Trenggalek,Wonocolo,Desa Agung
1036,Jawa Timur,Ponorogo,Wonokromo,Kelurahan Bersih
1037,Jawa Timur,Madiun,Karangpilang,Desa Harmoni
1038,Jawa Timur,Magetan,Jambangan,Kelurahan Mawar
1039,Jawa Timur,Ngawi,Wiyung,Desa Melati
1040,Jawa Timur,Bojonegoro,Kota,Kelurahan Maju
1041,Jawa Timur,Tuban,Utara,Desa Makmur
1042,Jawa Timur,Lamongan,Selatan,Kelurahan Sejahtera
1043,Jawa Timur,Bangkalan,Timur,Desa Sentosa
1044,Jawa Timur,Sampang,Barat,Kelurahan Bahagia
1045,Jawa Timur,Pamekasan,Tengah,Desa Jaya
1046,Jawa Timur,Sumenep,Pusat,Kelurahan Sari
1047,Jawa Timur,Pacitan,Kraton,Desa Mulya
1048,Jawa Timur,Bondowoso,Sukun,Kelurahan Indah
1049,Jawa Timur,Situbondo,Lowokwaru,Desa Asri
1050,Jawa Timur,Lumajang,Klojen,Kelurahan Permai
1051,Jawa Timur,Jombang,Blimbing,Desa Subur
1052,Jawa Timur,Nganjuk,Kedungkandang,Kelurahan Tenteram
1053,Jawa Timur,Batu,Kenjeran,Desa Damai
1054,Jawa Timur,Surabaya,Gubeng,Kelurahan Raya
1055,Jawa Timur,Malang,Rungkut,Desa Agung
1056,Jawa Timur,Banyuwangi,Sukolilo,Kelurahan Bersih
1057,Jawa Timur,Jember,Mulyorejo,Desa Harmoni
1058,Jawa Timur,Sidoarjo,Sawahan,Kelurahan Mawar
1059,Jawa Timur,Gresik,Genteng,Desa Melati
1060,Jawa Timur,Mojokerto,Tegalsari,Kelurahan Maju
1061,Jawa Timur,Pasuruan,Bubutan,Desa Makmur
1062,Jawa Timur,Probolinggo,Simokerto,Kelurahan Sejahtera
1063,Jawa Timur,Kediri,Pabean Cantian,Desa Sentosa
1064,Jawa Timur,Blitar,Semampir,Kelurahan Bahagia
1065,Jawa Timur,Tulungagung,Krembangan,Desa Jaya
1066,Jawa Timur,Trenggalek,Bulak,Kelurahan Sari
1067,Jawa Timur,Ponorogo,Asemrowo,Desa Mulya
1068,Jawa Timur,Madiun,Benowo,Kelurahan Indah
1069,Jawa Timur,Magetan,Lakarsantri,Desa Asri
1070,Jawa Timur,Ngawi,Sambikerep,Kelurahan Permai
1071,Jawa Timur,Bojonegoro,Tandes,Desa Subur
1072,Jawa Timur,Tuban,Pakal,Kelurahan Tenteram
1073,Jawa Timur,Lamongan,Dukuh Pakis,Desa Damai
1074,Jawa Timur,Bangkalan,Gayungan,Kelurahan Raya
1075,Jawa Timur,Sampang,Wonocolo,Desa Agung
1076,Jawa Timur,Pamekasan,Wonokromo,Kelurahan Bersih
1077,Jawa Timur,Sumenep,Karangpilang,Desa Harmoni
1078,Jawa Timur,Pacitan,Jambangan,Kelurahan Mawar
1079,Jawa Timur,Bondowoso,Wiyung,Desa Melati
1080,Jawa Timur,Situbondo,Kota,Kelurahan Maju
1081,Jawa Timur,Lumajang,Utara,Desa Makmur
1082,Jawa Timur,Jombang,Selatan,Kelurahan Sejahtera
1083,Jawa Timur,Nganjuk,Timur,Desa Sentosa
1084,Jawa Timur,Batu,Barat,Kelurahan Bahagia
1085,Jawa Timur,Surabaya,Tengah,Desa Jaya
1086,Jawa Timur,Malang,Pusat,Kelurahan Sari
1087,Jawa Timur,Banyuwangi,Kraton,Desa Mulya
1088,Jawa Timur,Jember,Sukun,Kelurahan Indah
1089,Jawa Timur,Sidoarjo,Lowokwaru,Desa Asri
1090,Jawa Timur,Gresik,Klojen,Kelurahan Permai
1091,Jawa Timur,Mojokerto,Blimbing,Desa Subur
1092,Jawa Timur,Pasuruan,Kedungkandang,Kelurahan Tenteram
1093,Jawa Timur,Probolinggo,Kenjeran,Desa Damai
1094,Jawa Timur,Kediri,Gubeng,Kelurahan Raya
1095,Jawa Timur,Blitar,Rungkut,Desa Agung
1096,Jawa Timur,Tulungagung,Sukolilo,Kelurahan Bersih
1097,Jawa Timur,Trenggalek,Mulyorejo,Desa Harmoni
1098,Jawa Timur,Ponorogo,Sawahan,Kelurahan Mawar
1099,Jawa Timur,Madiun,Genteng,Desa Melati
1100,Jawa Timur,Magetan,Tegalsari,Kelurahan Maju
1101,Jawa Timur,Ngawi,Bubutan,Desa Makmur
1102,Jawa Timur,Bojonegoro,Simokerto,Kelurahan Sejahtera
1103,Jawa Timur,Tuban,Pabean Cantian,Desa Sentosa
1104,Jawa Timur,Lamongan,Semampir,Kelurahan Bahagia
1105,Jawa Timur,Bangkalan,Krembangan,Desa Jaya
1106,Jawa Timur,Sampang,Bulak,Kelurahan Sari
1107,Jawa Timur,Pamekasan,Asemrowo,Desa Mulya
1108,Jawa Timur,Sumenep,Benowo,Kelurahan Indah
1109,Jawa Timur,Pacitan,Lakarsantri,Desa Asri
1110,Jawa Timur,Bondowoso,Sambikerep,Kelurahan Permai
1111,Jawa Timur,Situbondo,Tandes,Desa Subur
1112,Jawa Timur,Lumajang,Pakal,Kelurahan Tenteram
1113,Jawa Timur,Jombang,Dukuh Pakis,Desa Damai
1114,Jawa Timur,Nganjuk,Gayungan,Kelurahan Raya
1115,Jawa Timur,Batu,Wonocolo,Desa Agung
1116,Jawa Timur,Surabaya,Wonokromo,Kelurahan Bersih
1117,Jawa Timur,Malang,Karangpilang,Desa Harmoni
1118,Jawa Timur,Banyuwangi,Jambangan,Kelurahan Mawar
1119,Jawa Timur,Jember,Wiyung,Desa Melati
1120,Jawa Timur,Sidoarjo,Kota,Kelurahan Maju
1121,Jawa Timur,Gresik,Utara,Desa Makmur
1122,Jawa Timur,Mojokerto,Selatan,Kelurahan Sejahtera
1123,Jawa Timur,Pasuruan,Timur,Desa Sentosa
1124,Jawa Timur,Probolinggo,Barat,Kelurahan Bahagia
1125,Jawa Timur,Kediri,Tengah,Desa Jaya
1126,Jawa Timur,Blitar,Pusat,Kelurahan Sari
1127,Jawa Timur,Tulungagung,Kraton,Desa Mulya
1128,Jawa Timur,Trenggalek,Sukun,Kelurahan Indah
1129,Jawa Timur,Ponorogo,Lowokwaru,Desa Asri
1130,Jawa Timur,Madiun,Klojen,Kelurahan Permai
1131,Jawa Timur,Magetan,Blimbing,Desa Subur
1132,Jawa Timur,Ngawi,Kedungkandang,Kelurahan Tenteram
1133,Jawa Timur,Bojonegoro,Kenjeran,Desa Damai
1134,Jawa Timur,Tuban,Gubeng,Kelurahan Raya
1135,Jawa Timur,Lamongan,Rungkut,Desa Agung
1136,Jawa Timur,Bangkalan,Sukolilo,Kelurahan Bersih
1137,Jawa Timur,Sampang,Mulyorejo,Desa Harmoni
1138,Jawa Timur,Pamekasan,Sawahan,Kelurahan Mawar
1139,Jawa Timur,Sumenep,Genteng,Desa Melati
1140,Jawa Timur,Pacitan,Tegalsari,Kelurahan Maju
1141,Jawa Timur,Bondowoso,Bubutan,Desa Makmur
1142,Jawa Timur,Situbondo,Simokerto,Kelurahan Sejahtera
1143,Jawa Timur,Lumajang,Pabean Cantian,Desa Sentosa
1144,Jawa Timur,Jombang,Semampir,Kelurahan Bahagia
1145,Jawa Timur,Nganjuk,Krembangan,Desa Jaya
1146,Jawa Timur,Batu,Bulak,Kelurahan Sari
1147,Jawa Timur,Surabaya,Asemrowo,Desa Mulya
1148,Jawa Timur,Malang,Benowo,Kelurahan Indah
1149,Jawa Timur,Banyuwangi,Lakarsantri,Desa Asri
1150,Jawa Timur,Jember,Sambikerep,Kelurahan Permai
1151,Jawa Timur,Sidoarjo,Tandes,Desa Subur
1152,Jawa Timur,Gresik,Pakal,Kelurahan Tenteram
1153,Jawa Timur,Mojokerto,Dukuh Pakis,Desa Damai
1154,Jawa Timur,Pasuruan,Gayungan,Kelurahan Raya
1155,Jawa Timur,Probolinggo,Wonocolo,Desa Agung
1156,Jawa Timur,Kediri,Wonokromo,Kelurahan Bersih
1157,Jawa Timur,Blitar,Karangpilang,Desa Harmoni
1158,Jawa Timur,Tulungagung,Jambangan,Kelurahan Mawar
1159,Jawa Timur,Trenggalek,Wiyung,Desa Melati
1160,Jawa Timur,Ponorogo,Kota,Kelurahan Maju
1161,Jawa Timur,Madiun,Utara,Desa Makmur
1162,Jawa Timur,Magetan,Selatan,Kelurahan Sejahtera
1163,Jawa Timur,Ngawi,Timur,Desa Sentosa
1164,Jawa Timur,Bojonegoro,Barat,Kelurahan Bahagia
1165,Jawa Timur,Tuban,Tengah,Desa Jaya
1166,Jawa Timur,Lamongan,Pusat,Kelurahan Sari
1167,Jawa Timur,Bangkalan,Kraton,Desa Mulya
1168,Jawa Timur,Sampang,Sukun,Kelurahan Indah
1169,Jawa Timur,Pamekasan,Lowokwaru,Desa Asri
1170,Jawa Timur,Sumenep,Klojen,Kelurahan Permai
1171,Jawa Timur,Pacitan,Blimbing,Desa Subur
1172,Jawa Timur,Bondowoso,Kedungkandang,Kelurahan Tenteram
1173,Jawa Timur,Situbondo,Kenjeran,Desa Damai
1174,Jawa Timur,Lumajang,Gubeng,Kelurahan Raya
1175,Jawa Timur,Jombang,Rungkut,Desa Agung
1176,Jawa Timur,Nganjuk,Sukolilo,Kelurahan Bersih
1177,Jawa Timur,Batu,Mulyorejo,Desa Harmoni
1178,Jawa Timur,Surabaya,Sawahan,Kelurahan Mawar
1179,Jawa Timur,Malang,Genteng,Desa Melati
1180,Jawa Timur,Banyuwangi,Tegalsari,Kelurahan Maju
1181,Jawa Timur,Jember,Bubutan,Desa Makmur
1182,Jawa Timur,Sidoarjo,Simokerto,Kelurahan Sejahtera
1183,Jawa Timur,Gresik,Pabean Cantian,Desa Sentosa
1184,Jawa Timur,Mojokerto,Semampir,Kelurahan Bahagia
1185,Jawa Timur,Pasuruan,Krembangan,Desa Jaya
1186,Jawa Timur,Probolinggo,Bulak,Kelurahan Sari
1187,Jawa Timur,Kediri,Asemrowo,Desa Mulya
1188,Jawa Timur,Blitar,Benowo,Kelurahan Indah
1189,Jawa Timur,Tulungagung,Lakarsantri,Desa Asri
1190,Jawa Timur,Trenggalek,Sambikerep,Kelurahan Permai
1191,Jawa Timur,Ponorogo,Tandes,Desa Subur
1192,Jawa Timur,Madiun,Pakal,Kelurahan Tenteram
1193,Jawa Timur,Magetan,Dukuh Pakis,Desa Damai
1194,Jawa Timur,Ngawi,Gayungan,Kelurahan Raya
1195,Jawa Timur,Bojonegoro,Wonocolo,Desa Agung
1196,Jawa Timur,Tuban,Wonokromo,Kelurahan Bersih
1197,Jawa Timur,Lamongan,Karangpilang,Desa Harmoni
1198,Jawa Timur,Bangkalan,Jambangan,Kelurahan Mawar
1199,Jawa Timur,Sampang,Wiyung,Desa Melati
1200,Jawa Timur,Pamekasan,Kota,Kelurahan Maju
1201,Jawa Timur,Sumenep,Utara,Desa Makmur
1202,Jawa Timur,Pacitan,Selatan,Kelurahan Sejahtera
1203,Jawa Timur,Bondowoso,Timur,Desa Sentosa
1204,Jawa Timur,Situbondo,Barat,Kelurahan Bahagia
1205,Jawa Timur,Lumajang,Tengah,Desa Jaya
1206,Jawa Timur,Jombang,Pusat,Kelurahan Sari
1207,Jawa Timur,Nganjuk,Kraton,Desa Mulya
1208,Jawa Timur,Batu,Sukun,Kelurahan Indah
1209,Jawa Timur,Surabaya,Lowokwaru,Desa Asri
1210,Jawa Timur,Malang,Klojen,Kelurahan Permai
1211,Jawa Timur,Banyuwangi,Blimbing,Desa Subur
1212,Jawa Timur,Jember,Kedungkandang,Kelurahan Tenteram
1213,Jawa Timur,Sidoarjo,Kenjeran,Desa Damai
1214,Jawa Timur,Gresik,Gubeng,Kelurahan Raya
1215,Jawa Timur,Mojokerto,Rungkut,Desa Agung
1216,Jawa Timur,Pasuruan,Sukolilo,Kelurahan Bersih
1217,Jawa Timur,Probolinggo,Mulyorejo,Desa Harmoni
1218,Jawa Timur,Kediri,Sawahan,Kelurahan Mawar
1219,Jawa Timur,Blitar,Genteng,Desa Melati
1220,Jawa Timur,Tulungagung,Tegalsari,Kelurahan Maju
1221,Jawa Timur,Trenggalek,Bubutan,Desa Makmur
1222,Jawa Timur,Ponorogo,Simokerto,Kelurahan Sejahtera
1223,Jawa Timur,Madiun,Pabean Cantian,Desa Sentosa
1224,Jawa Timur,Magetan,Semampir,Kelurahan Bahagia
1225,Jawa Timur,Ngawi,Krembangan,Desa Jaya
1226,Jawa Timur,Bojonegoro,Bulak,Kelurahan Sari
1227,Jawa Timur,Tuban,Asemrowo,Desa Mulya
1228,Jawa Timur,Lamongan,Benowo,Kelurahan Indah
1229,Jawa Timur,Bangkalan,Lakarsantri,Desa Asri
1230,Jawa Timur,Sampang,Sambikerep,Kelurahan Permai
1231,Jawa Timur,Pamekasan,Tandes,Desa Subur
1232,Jawa Timur,Sumenep,Pakal,Kelurahan Tenteram
1233,Jawa Timur,Pacitan,Dukuh Pakis,Desa Damai
1234,Jawa Timur,Bondowoso,Gayungan,Kelurahan Raya
1235,Jawa Timur,Situbondo,Wonocolo,Desa Agung
1236,Jawa Timur,Lumajang,Wonokromo,Kelurahan Bersih
1237,Jawa Timur,Jombang,Karangpilang,Desa Harmoni
1238,Jawa Timur,Nganjuk,Jambangan,Kelurahan Mawar
1239,Jawa Timur,Batu,Wiyung,Desa Melati
1240,Jawa Timur,Surabaya,Kota,Kelurahan Maju
1241,Jawa Timur,Malang,Utara,Desa Makmur
1242,Jawa Timur,Banyuwangi,Selatan,Kelurahan Sejahtera
1243,Jawa Timur,Jember,Timur,Desa Sentosa
1244,Jawa Timur,Sidoarjo,Barat,Kelurahan Bahagia
1245,Jawa Timur,Gresik,Tengah,Desa Jaya
1246,Jawa Timur,Mojokerto,Pusat,Kelurahan Sari
1247,Jawa Timur,Pasuruan,Kraton,Desa Mulya
1248,Jawa Timur,Probolinggo,Sukun,Kelurahan Indah
1249,Jawa Timur,Kediri,Lowokwaru,Desa Asri
1250,Jawa Timur,Blitar,Klojen,Kelurahan Permai
