No,Provinsi,Kabupaten/Kota,Kecamatan,Desa / Kelurahan
929,Jawa Timur,Tulungagung,Wajak,Kelurahan Sejahtera
930,Jawa Timur,Jombang,Kepanjen,Kelurahan Indah
931,Jawa Timur,Ngawi,Selatan,Kelurahan Indah
932,Jawa Timur,Ponorogo,Lawang,Kelurahan Indah
933,Jawa Timur,Trenggalek,Pakis,Desa Sentosa
934,Jawa Timur,Nganjuk,Utara,Kelurahan Permai
935,Jawa Timur,Tulungagung,Selatan,Desa Asri
936,Jawa Timur,Ponorogo,Tumpang,Desa Sentosa
937,Jawa Timur,Blitar,Timur,Kelurahan Sejahtera
938,Jawa Timur,Blitar,Tumpang,Kelurahan Indah
939,Jawa Timur,Kediri,Utara,Kelurahan Maju
940,Jawa Timur,Blitar,Tumpang,Kelurahan Sejahtera
941,Jawa Timur,Kediri,Kepanjen,Desa Asri
942,Jawa Timur,Blitar,Tumpang,Kelurahan Indah
943,Jawa Timur,Kediri,Singosari,Desa Asri
944,Jawa Timur,Kediri,Wajak,Kelurahan Maju
945,Jawa Timur,Kediri,Tumpang,Desa Mulya
946,Jawa Timur,Blitar,Tumpang,Desa Makmur
947,Jawa Timur,Madiun,Pakis,Desa Makmur
948,Jawa Timur,Kediri,Pakis,Kelurahan Permai
949,Jawa Timur,Ponorogo,Tengah,Desa Asri
950,Jawa Timur,Bojonegoro,Tumpang,Kelurahan Bahagia
951,Jawa Timur,Jombang,Tumpang,Kelurahan Tenteram
952,Jawa Timur,Tulungagung,Utara,Desa Mulya
953,Jawa Timur,Tulungagung,Kepanjen,Desa Asri
954,Jawa Timur,Kediri,Tengah,Kelurahan Sejahtera
955,Jawa Timur,Tulungagung,Kepanjen,Kelurahan Permai
956,Jawa Timur,Madiun,Selatan,Kelurahan Tenteram
957,Jawa Timur,Kediri,Kota,Desa Damai
958,Jawa Timur,Ngawi,Dau,Kelurahan Sari
959,Jawa Timur,Tulungagung,Tengah,Desa Jaya
960,Jawa Timur,Kediri,Singosari,Desa Mulya
961,Jawa Timur,Bojonegoro,Pakis,Desa Sentosa
962,Jawa Timur,Kediri,Barat,Kelurahan Bahagia
963,Jawa Timur,Kediri,Kota,Kelurahan Indah
964,Jawa Timur,Trenggalek,Tengah,Desa Asri
965,Jawa Timur,Madiun,Singosari,Desa Makmur
966,Jawa Timur,Kediri,Timur,Desa Asri
967,Jawa Timur,Tulungagung,Tengah,Desa Mulya
968,Jawa Timur,Tulungagung,Timur,Desa Mulya
969,Jawa Timur,Blitar,Barat,Kelurahan Bahagia
970,Jawa Timur,Blitar,Pakis,Desa Subur
971,Jawa Timur,Tulungagung,Tengah,Desa Jaya
972,Jawa Timur,Kediri,Utara,Desa Mulya
973,Jawa Timur,Kediri,Utara,Kelurahan Sejahtera
974,Jawa Timur,Madiun,Tengah,Desa Mulya
975,Jawa Timur,Ngawi,Barat,Desa Jaya
976,Jawa Timur,Blitar,Tumpang,Desa Mulya
977,Jawa Timur,Kediri,Lawang,Desa Mulya
978,Jawa Timur,Blitar,Tumpang,Desa Asri
979,Jawa Timur,Tulungagung,Pakis,Kelurahan Maju
980,Jawa Timur,Tulungagung,Utara,Kelurahan Maju
981,Jawa Timur,Kediri,Kepanjen,Kelurahan Bahagia
982,Jawa Timur,Magetan,Dau,Desa Jaya
983,Jawa Timur,Madiun,Singosari,Kelurahan Permai
984,Jawa Timur,Madiun,Kota,Desa Subur
985,Jawa Timur,Magetan,Utara,Desa Asri
986,Jawa Timur,Kediri,Tumpang,Desa Mulya
987,Jawa Timur,Blitar,Selatan,Kelurahan Sari
988,Jawa Timur,Kediri,Wajak,Kelurahan Permai
989,Jawa Timur,Madiun,Selatan,Kelurahan Tenteram
990,Jawa Timur,Kediri,Tumpang,Kelurahan Indah
991,Jawa Timur,Kediri,Dau,Desa Mulya
992,Jawa Timur,Pacitan,Tumpang,Kelurahan Maju
993,Jawa Timur,Kediri,Singosari,Desa Asri
994,Jawa Timur,Tulungagung,Timur,Desa Asri
995,Jawa Timur,Tulungagung,Utara,Kelurahan Permai
996,Jawa Timur,Kediri,Utara,Kelurahan Sari
997,Jawa Timur,Ponorogo,Selatan,Kelurahan Maju
998,Jawa Timur,Blitar,Tumpang,Desa Sentosa
999,Jawa Timur,Tulungagung,Timur,Kelurahan Bahagia
1000,Jawa Timur,Blitar,Barat,Kelurahan Permai
1001,Jawa Timur,Trenggalek,Lawang,Desa Damai
1002,Jawa Timur,Ponorogo,Lawang,Desa Damai
1003,Jawa Timur,Madiun,Pakis,Kelurahan Tenteram
1004,Jawa Timur,Blitar,Pakis,Desa Makmur
1005,Jawa Timur,Kediri,Pakis,Kelurahan Sejahtera
1006,Jawa Timur,Jombang,Pakis,Desa Subur
1007,Jawa Timur,Jombang,Dau,Kelurahan Sari
1008,Jawa Timur,Blitar,Timur,Kelurahan Indah
1009,Jawa Timur,Blitar,Kota,Desa Damai
1010,Jawa Timur,Ngawi,Dau,Desa Asri
1011,Jawa Timur,Tulungagung,Timur,Kelurahan Permai
1012,Jawa Timur,Kediri,Tengah,Desa Subur
1013,Jawa Timur,Mojokerto,Selatan,Kelurahan Bahagia
1014,Jawa Timur,Tulungagung,Singosari,Kelurahan Sari
1015,Jawa Timur,Tulungagung,Selatan,Kelurahan Indah
1016,Jawa Timur,Blitar,Kepanjen,Desa Mulya
1017,Jawa Timur,Mojokerto,Dau,Kelurahan Bahagia
1018,Jawa Timur,Mojokerto,Kepanjen,Desa Asri
1019,Jawa Timur,Blitar,Pakis,Kelurahan Maju
1020,Jawa Timur,Jombang,Tumpang,Desa Subur
1021,Jawa Timur,Sidoarjo,Timur,Kelurahan Bahagia
1022,Jawa Timur,Mojokerto,Utara,Kelurahan Permai
1023,Jawa Timur,Blitar,Wajak,Kelurahan Maju
1024,Jawa Timur,Blitar,Kepanjen,Kelurahan Permai
1025,Jawa Timur,Ponorogo,Barat,Kelurahan Maju
1026,Jawa Timur,Madiun,Lawang,Desa Sentosa
1027,Jawa Timur,Tulungagung,Tengah,Desa Subur
1028,Jawa Timur,Blitar,Singosari,Kelurahan Sari
1029,Jawa Timur,Mojokerto,Tengah,Desa Jaya
1030,Jawa Timur,Kediri,Singosari,Desa Subur
1031,Jawa Timur,Blitar,Kota,Kelurahan Sejahtera
1032,Jawa Timur,Ponorogo,Kepanjen,Desa Jaya
1033,Jawa Timur,Tulungagung,Lawang,Kelurahan Sari
1034,Jawa Timur,Kediri,Kepanjen,Desa Mulya
1035,Jawa Timur,Kediri,Pakis,Desa Asri
1036,Jawa Timur,Ponorogo,Pakis,Desa Sentosa
1037,Jawa Timur,Blitar,Utara,Desa Makmur
1038,Jawa Timur,Kediri,Tengah,Desa Asri
1039,Jawa Timur,Ngawi,Lawang,Desa Jaya
1040,Jawa Timur,Tulungagung,Selatan,Kelurahan Tenteram
1041,Jawa Timur,Pacitan,Kota,Desa Asri
1042,Jawa Timur,Kediri,Timur,Desa Asri
1043,Jawa Timur,Mojokerto,Singosari,Kelurahan Tenteram
1044,Jawa Timur,Blitar,Lawang,Kelurahan Sejahtera
1045,Jawa Timur,Mojokerto,Timur,Kelurahan Permai
1046,Jawa Timur,Blitar,Timur,Kelurahan Permai
1047,Jawa Timur,Kediri,Tumpang,Kelurahan Sari
1048,Jawa Timur,Kediri,Barat,Kelurahan Sejahtera
1049,Jawa Timur,Tulungagung,Kota,Desa Subur
1050,Jawa Timur,Ponorogo,Wajak,Desa Damai
1051,Jawa Timur,Ngawi,Barat,Kelurahan Maju
1052,Jawa Timur,Madiun,Barat,Kelurahan Sari
1053,Jawa Timur,Ngawi,Barat,Desa Damai
1054,Jawa Timur,Ngawi,Wajak,Kelurahan Bahagia
1055,Jawa Timur,Kediri,Barat,Kelurahan Sejahtera
1056,Jawa Timur,Kediri,Utara,Kelurahan Maju
1057,Jawa Timur,Kediri,Singosari,Kelurahan Maju
1058,Jawa Timur,Kediri,Lawang,Desa Mulya
1059,Jawa Timur,Blitar,Tengah,Kelurahan Permai
1060,Jawa Timur,Blitar,Pakis,Desa Mulya
1061,Jawa Timur,Ponorogo,Kota,Kelurahan Sejahtera
1062,Jawa Timur,Ponorogo,Kota,Kelurahan Sejahtera
1063,Jawa Timur,Kediri,Wajak,Desa Damai
1064,Jawa Timur,Tulungagung,Barat,Kelurahan Indah
1065,Jawa Timur,Blitar,Selatan,Kelurahan Maju
1066,Jawa Timur,Ngawi,Wajak,Desa Asri
1067,Jawa Timur,Ngawi,Dau,Kelurahan Tenteram
1068,Jawa Timur,Ponorogo,Kepanjen,Desa Asri
1069,Jawa Timur,Kediri,Barat,Desa Mulya
1070,Jawa Timur,Ngawi,Singosari,Kelurahan Maju
1071,Jawa Timur,Kediri,Utara,Kelurahan Tenteram
1072,Jawa Timur,Blitar,Tengah,Desa Subur
1073,Jawa Timur,Ponorogo,Selatan,Kelurahan Permai
1074,Jawa Timur,Jombang,Tengah,Kelurahan Maju
1075,Jawa Timur,Ngawi,Barat,Kelurahan Bahagia
1076,Jawa Timur,Tulungagung,Pakis,Desa Jaya
1077,Jawa Timur,Trenggalek,Wajak,Kelurahan Sari
1078,Jawa Timur,Madiun,Kota,Kelurahan Sari
1079,Jawa Timur,Blitar,Tengah,Desa Damai
1080,Jawa Timur,Kediri,Tumpang,Kelurahan Permai
1081,Jawa Timur,Blitar,Utara,Kelurahan Indah
1082,Jawa Timur,Blitar,Lawang,Kelurahan Sejahtera
1083,Jawa Timur,Jombang,Barat,Kelurahan Bahagia
1084,Jawa Timur,Blitar,Kota,Kelurahan Sari
1085,Jawa Timur,Tulungagung,Selatan,Kelurahan Maju
1086,Jawa Timur,Kediri,Lawang,Desa Subur
1087,Jawa Timur,Tulungagung,Lawang,Kelurahan Maju
1088,Jawa Timur,Blitar,Singosari,Desa Subur
1089,Jawa Timur,Trenggalek,Utara,Kelurahan Sari
1090,Jawa Timur,Tulungagung,Timur,Desa Jaya
1091,Jawa Timur,Tulungagung,Lawang,Kelurahan Sejahtera
1092,Jawa Timur,Kediri,Kepanjen,Kelurahan Permai
1093,Jawa Timur,Bojonegoro,Selatan,Kelurahan Bahagia
1094,Jawa Timur,Bojonegoro,Kota,Kelurahan Permai
1095,Jawa Timur,Trenggalek,Selatan,Desa Sentosa
1096,Jawa Timur,Jombang,Lawang,Desa Subur
1097,Jawa Timur,Ngawi,Dau,Kelurahan Permai
1098,Jawa Timur,Trenggalek,Selatan,Desa Makmur
1099,Jawa Timur,Kediri,Wajak,Kelurahan Permai
1100,Jawa Timur,Kediri,Dau,Desa Sentosa
1101,Jawa Timur,Jombang,Tumpang,Desa Asri
1102,Jawa Timur,Kediri,Kepanjen,Desa Makmur
1103,Jawa Timur,Blitar,Dau,Desa Mulya
1104,Jawa Timur,Ngawi,Tumpang,Kelurahan Sari
1105,Jawa Timur,Blitar,Selatan,Kelurahan Tenteram
1106,Jawa Timur,Blitar,Dau,Desa Makmur
1107,Jawa Timur,Ponorogo,Dau,Kelurahan Tenteram
1108,Jawa Timur,Ponorogo,Tumpang,Kelurahan Permai
1109,Jawa Timur,Tulungagung,Pakis,Kelurahan Sejahtera
1110,Jawa Timur,Jombang,Pakis,Desa Subur
1111,Jawa Timur,Kediri,Singosari,Kelurahan Bahagia
1112,Jawa Timur,Ponorogo,Kepanjen,Kelurahan Bahagia
1113,Jawa Timur,Madiun,Pakis,Kelurahan Bahagia
1114,Jawa Timur,Pacitan,Tumpang,Desa Asri
1115,Jawa Timur,Kediri,Pakis,Kelurahan Permai
1116,Jawa Timur,Blitar,Timur,Desa Mulya
1117,Jawa Timur,Kediri,Kota,Desa Jaya
1118,Jawa Timur,Blitar,Wajak,Desa Subur
1119,Jawa Timur,Tulungagung,Kota,Desa Asri
1120,Jawa Timur,Blitar,Singosari,Kelurahan Sejahtera
1121,Jawa Timur,Blitar,Pakis,Kelurahan Maju
1122,Jawa Timur,Blitar,Utara,Desa Subur
1123,Jawa Timur,Kediri,Tengah,Kelurahan Sari
1124,Jawa Timur,Kediri,Kota,Kelurahan Bahagia
1125,Jawa Timur,Kediri,Kota,Kelurahan Permai
1126,Jawa Timur,Ngawi,Tumpang,Desa Damai
1127,Jawa Timur,Tulungagung,Singosari,Kelurahan Tenteram
1128,Jawa Timur,Nganjuk,Barat,Kelurahan Indah
1129,Jawa Timur,Kediri,Tumpang,Desa Subur
1130,Jawa Timur,Kediri,Utara,Desa Asri
1131,Jawa Timur,Tulungagung,Dau,Kelurahan Indah
1132,Jawa Timur,Blitar,Lawang,Kelurahan Permai
1133,Jawa Timur,Blitar,Singosari,Kelurahan Tenteram
1134,Jawa Timur,Mojokerto,Tengah,Kelurahan Sejahtera
1135,Jawa Timur,Tulungagung,Dau,Desa Sentosa
1136,Jawa Timur,Kediri,Utara,Kelurahan Bahagia
1137,Jawa Timur,Pacitan,Dau,Desa Sentosa
1138,Jawa Timur,Madiun,Tumpang,Desa Damai
1139,Jawa Timur,Kediri,Pakis,Desa Asri
1140,Jawa Timur,Blitar,Dau,Desa Makmur
1141,Jawa Timur,Trenggalek,Pakis,Kelurahan Permai
1142,Jawa Timur,Kediri,Kota,Desa Sentosa
1143,Jawa Timur,Trenggalek,Kota,Kelurahan Permai
1144,Jawa Timur,Kediri,Tumpang,Kelurahan Indah
1145,Jawa Timur,Blitar,Wajak,Kelurahan Bahagia
1146,Jawa Timur,Blitar,Timur,Kelurahan Bahagia
1147,Jawa Timur,Kediri,Barat,Desa Mulya
1148,Jawa Timur,Bojonegoro,Dau,Kelurahan Sejahtera
1149,Jawa Timur,Trenggalek,Utara,Desa Subur
1150,Jawa Timur,Blitar,Wajak,Desa Mulya
1151,Jawa Timur,Madiun,Wajak,Desa Subur
1152,Jawa Timur,Kediri,Tengah,Kelurahan Indah
1153,Jawa Timur,Tulungagung,Utara,Desa Damai
1154,Jawa Timur,Blitar,Timur,Kelurahan Indah
1155,Jawa Timur,Kediri,Kepanjen,Desa Jaya
1156,Jawa Timur,Jombang,Selatan,Desa Mulya
1157,Jawa Timur,Blitar,Singosari,Kelurahan Bahagia
1158,Jawa Timur,Madiun,Utara,Kelurahan Tenteram
1159,Jawa Timur,Kediri,Wajak,Kelurahan Sejahtera
1160,Jawa Timur,Tulungagung,Dau,Kelurahan Indah
1161,Jawa Timur,Kediri,Wajak,Desa Jaya
1162,Jawa Timur,Tulungagung,Timur,Desa Sentosa
1163,Jawa Timur,Kediri,Kepanjen,Kelurahan Tenteram
1164,Jawa Timur,Nganjuk,Lawang,Desa Damai
1165,Jawa Timur,Kediri,Selatan,Kelurahan Maju
1166,Jawa Timur,Tulungagung,Tengah,Kelurahan Bahagia
1167,Jawa Timur,Magetan,Lawang,Desa Asri
1168,Jawa Timur,Tulungagung,Selatan,Kelurahan Tenteram
1169,Jawa Timur,Ngawi,Lawang,Kelurahan Maju
1170,Jawa Timur,Ngawi,Tumpang,Kelurahan Sari
1171,Jawa Timur,Tulungagung,Tumpang,Desa Mulya
1172,Jawa Timur,Ponorogo,Tengah,Kelurahan Indah
1173,Jawa Timur,Pacitan,Utara,Kelurahan Permai
1174,Jawa Timur,Kediri,Kepanjen,Kelurahan Sejahtera
1175,Jawa Timur,Madiun,Tengah,Kelurahan Sejahtera
1176,Jawa Timur,Tulungagung,Selatan,Desa Subur
1177,Jawa Timur,Pacitan,Tumpang,Kelurahan Sari
1178,Jawa Timur,Kediri,Kota,Desa Damai
1179,Jawa Timur,Blitar,Tengah,Kelurahan Permai
1180,Jawa Timur,Kediri,Wajak,Desa Asri
